Fruit,Temp,Humid (%),Light (Fux),CO2 (pmm),Class
Orange,22,95,7.921396405,366,Good
Banana,25,88,19.31496687,398,Good
Tomato,23,89,7.777721829,296,Good
Tomato,23,89,8.018312629,296,Good
Tomato,23,89,8.264637967,309,Good
Banana,25,89,20.62641439,297,Good
Orange,23,95,4.904260592,349,Good
Tomato,23,88,7.589280351,291,Good
Tomato,24,88,10.58215896,246,Good
Orange,23,95,15.93986231,256,Bad
Banana,26,95,17.30998858,312,Good
Orange,24,95,18.48706888,263,Bad
Banana,26,94,14.1136139,300,Good
Pineapple,25,95,11.72833871,439,Bad
Pineapple,25,95,10.10404473,309,Bad
Tomato,23,93,11.33503171,387,Good
Banana,26,90,19.20950925,383,Good
Pineapple,25,95,10.10404473,294,Bad
Banana,24,95,16.74896501,253,BAD
Orange,24,95,19.31496687,272,Bad
Tomato,24,95,16.56585884,363,Bad
Orange,22,95,7.683058499,299,Good
Tomato,23,88,6.956882353,286,Good
Pineapple,25,95,5.695315198,399,Bad
Orange,23,95,14.75399666,425,Bad
Pineapple,25,95,11.20647613,317,Bad
Tomato,23,89,7.777721829,292,Good
Pineapple,23,95,12.55068787,324,Good
Banana,24,95,12.69256136,252,BAD
Tomato,24,90,12.62144823,338,Good
Tomato,25,95,15.76515749,319,Bad
Pineapple,25,95,11.72833871,365,Bad
Tomato,23,87,6.242557594,286,Good
Orange,23,95,6.529850053,248,Good
Orange,23,95,8.165410187,176,Good
Banana,25,86,13.20040797,349,Good
Tomato,23,89,7.267899623,286,Good
Orange,23,95,15.42113219,257,Bad
Banana,24,95,16.93400512,250,BAD
Pineapple,25,95,11.27059687,323,Bad
Tomato,25,95,16.11639251,382,Bad
Banana,24,95,12.34050263,250,BAD
Tomato,25,95,15.50647254,396,Bad
Orange,23,95,4.870193845,353,Good
Banana,26,90,20.40179801,302,Good
Orange,22,95,7.000692513,345,Good
Banana,26,90,19.10462223,390,Good
Banana,25,87,18.69070341,395,Good
Banana,24,95,12.48027818,251,BAD
Tomato,23,89,13.05349201,336,Good
Tomato,26,94,6.613669965,398,Good
Orange,22,95,8.0671142,177,Good
Tomato,23,93,11.53023895,354,Good
Tomato,25,95,15.25176672,389,Bad
Banana,25,87,12.34050263,344,Good
Pineapple,24,95,14.19224347,321,Good
Orange,23,95,14.67251295,213,Bad
Tomato,24,95,14.83589827,318,Bad
Orange,23,95,8.933015125,195,Good
Orange,23,95,8.933015125,194,Good
Pineapple,23,95,12.83585424,348,Good
Tomato,25,95,7.683058499,200,Good
Orange,23,87,16.20534945,256,Bad
Tomato,24,90,12.69256136,333,Good
Orange,23,95,15.08413665,414,Bad
Pineapple,25,95,11.862037,296,Bad
Orange,24,95,16.20534945,256,Bad
Orange,22,95,8.465927903,181,Good
Banana,24,95,12.83585424,251,BAD
Pineapple,24,95,14.1136139,324,Good
Orange,23,95,19.42099897,361,Bad
Tomato,23,89,8.116146322,292,Good
Orange,23,95,14.67251295,214,Bad
Tomato,24,89,12.98058343,394,Good
Pineapple,25,95,9.929454577,313,Bad
Tomato,25,93,6.48823229,396,Good
Tomato,24,76,17.21524677,463,Good
Banana,24,95,18.38606989,253,BAD
Banana,24,95,19.20950925,298,BAD
Banana,24,88,15.33623116,316,Good
Orange,23,95,15.00096563,217,Bad
Pineapple,23,95,12.69256136,351,Good
Tomato,25,95,16.47502321,355,Bad
Banana,24,95,12.76402932,252,BAD
Orange,24,95,14.83589827,367,Bad
Banana,26,94,15.25176672,304,Good
Tomato,23,89,7.730278953,298,Good
Banana,26,90,19.74258151,391,Good
Tomato,25,95,7.683058499,201,Good
Tomato,25,95,14.51078894,374,Bad
Pineapple,25,95,10.04556771,296,Bad
Orange,23,95,8.88012605,192,Good
Tomato,23,87,6.283027997,290,Good
Pineapple,23,84,12.69256136,331,Good
Tomato,23,92,10.40069682,353,Good
Orange,24,95,19.31496687,267,Bad
Pineapple,24,95,12.20210529,415,Bad
Orange,24,95,14.75399666,374,Bad
Tomato,23,89,7.404343951,287,Good
Pineapple,25,95,10.52137857,450,Bad
Orange,24,95,16.38466179,254,Bad
Banana,25,89,19.63480231,395,Good
Orange,24,95,14.91822038,375,Bad
Pineapple,23,95,12.76402932,345,Good
Orange,22,95,7.542720421,300,Good
Pineapple,25,95,10.10404473,292,Bad
Orange,21,94,8.165410187,369,Good
Tomato,25,95,14.43054353,380,Bad
Orange,23,95,19.63480231,362,Bad
Pineapple,24,95,14.27127328,325,Good
Orange,22,95,6.162179985,247,Good
Orange,22,95,4.47356027,346,Good
Pineapple,24,95,11.01598084,414,Bad
Tomato,24,95,14.75399666,312,Bad
Banana,26,90,19.52760946,375,Good
Orange,23,95,4.938486566,353,Good
Pineapple,22,92,12.83585424,321,Good
Orange,22,95,4.603308323,344,Good
Tomato,23,92,10.28117628,363,Good
Orange,23,95,14.83589827,218,Bad
Banana,25,87,14.59144457,322,Good
Tomato,24,88,10.58215896,240,Good
Banana,26,90,19.20950925,385,Good
Pineapple,23,87,12.76402932,345,Good
Orange,22,95,6.571662296,256,Good
Orange,22,95,4.735505087,299,Good
Tomato,24,95,14.83589827,372,Bad
Orange,24,95,14.67251295,416,Bad
Orange,23,95,14.83589827,377,Bad
Orange,22,95,6.446808067,243,Good
Tomato,23,89,7.636059339,295,Good
Orange,24,95,15.08413665,371,Bad
Orange,23,95,19.95991509,363,Bad
Orange,24,95,14.59144457,383,Bad
Pineapple,24,95,13.95754575,317,Good
Orange,22,95,6.48823229,252,Good
Banana,26,94,14.91822038,304,Good
Orange,22,95,8.165410187,172,Good
Pineapple,25,95,11.46485093,413,Bad
Pineapple,25,95,12.98058343,400,Bad
Tomato,23,93,11.27059687,354,Good
Orange,23,95,4.735505087,330,Good
Tomato,24,95,12.13341843,292,Bad
Pineapple,22,95,12.69256136,322,Good
Pineapple,23,95,12.90803823,340,Good
Tomato,22,92,9.644005982,361,Good
Orange,23,95,19.95991509,349,Bad
Orange,23,95,14.75399666,247,Bad
Orange,22,95,6.48823229,257,Good
Orange,22,95,8.986156218,178,Good
Tomato,24,93,11.39978246,368,Good
Banana,26,94,15.33623116,305,Good
Orange,24,95,14.67251295,380,Bad
Pineapple,25,95,10.04556771,312,Bad
Banana,24,90,16.47502321,318,Good
Pineapple,25,95,4.802535216,439,Bad
Pineapple,22,95,12.62144823,341,Good
Orange,24,95,14.91822038,395,Bad
Pineapple,23,95,12.55068787,322,Good
Orange,24,95,14.91822038,360,Bad
Pineapple,22,95,13.42356205,345,Good
Orange,23,95,19.63480231,352,Bad
Tomato,23,90,13.27441976,338,Good
Orange,24,95,15.33623116,370,Bad
Banana,26,94,15.50647254,302,Good
Banana,25,86,13.88010234,333,Good
Tomato,24,95,11.92938136,291,Bad
Orange,23,95,14.91822038,435,Bad
Orange,23,95,8.516848104,168,Good
Tomato,24,95,14.43054353,426,Good
Banana,26,90,19.85095108,390,Good
Tomato,23,92,10.22184745,357,Good
Banana,24,95,18.69070341,252,BAD
Tomato,23,91,13.3488037,321,Good
Pineapple,25,95,11.27059687,292,Bad
Pineapple,22,83,12.48027818,330,Good
Banana,25,95,14.83589827,264,BAD
Pineapple,25,95,11.59594835,429,Bad
Tomato,23,89,12.69256136,336,Good
Orange,22,95,5.007419045,294,Good
Tomato,25,93,6.698275399,400,Good
Orange,22,86,7.000692513,259,Good
Pineapple,25,95,9.987371503,301,Bad
Banana,25,86,13.65010619,351,Good
Tomato,24,95,16.47502321,358,Bad
Orange,22,95,5.886678992,353,Good
Tomato,26,93,6.446808067,389,Good
Tomato,25,95,15.42113219,395,Bad
Orange,22,95,6.956882353,360,Good
Pineapple,23,95,12.98058343,351,Good
Tomato,24,95,12.98058343,304,Bad
Orange,22,95,6.283027997,256,Good
Tomato,23,89,12.83585424,353,Good
Pineapple,25,95,10.04556771,296,Bad
Orange,23,95,8.465927903,175,Good
Banana,26,95,14.19224347,306,Good
Orange,23,95,6.783674055,250,Good
Pineapple,25,95,9.814452454,318,Bad
Tomato,25,95,15.50647254,308,Bad
Orange,23,95,19.74258151,274,Bad
Tomato,26,93,6.529850053,398,Good
Tomato,25,95,15.76515749,311,Bad
Banana,24,95,12.48027818,249,BAD
Banana,26,94,15.50647254,305,Good
Tomato,24,94,10.76627794,379,Good
Tomato,23,88,7.000692513,291,Good
Orange,22,95,6.202275223,279,Good
Tomato,24,95,16.47502321,351,Bad
Orange,23,83,4.409591293,331,Good
Pineapple,24,95,14.91822038,405,Bad
Pineapple,25,95,10.10404473,293,Bad
Orange,23,95,15.42113219,459,Bad
Tomato,24,95,12.13341843,289,Bad
Orange,22,95,7.496378442,300,Good
Banana,26,95,16.93400512,314,Good
Pineapple,25,95,11.39978246,452,Bad
Orange,22,95,7.000692513,344,Good
Orange,24,95,15.00096563,367,Bad
Orange,23,95,16.02789778,257,Bad
Tomato,25,95,12.69256136,306,Bad
Tomato,25,95,13.12676612,373,Bad
Pineapple,24,95,14.27127328,336,Good
Orange,23,95,19.95991509,341,Bad
Tomato,25,95,15.33623116,405,Bad
Orange,24,95,18.89654455,259,Bad
Orange,23,95,8.619414571,170,Good
Tomato,24,95,16.02789778,345,Bad
Banana,26,90,20.62641439,393,Good
Pineapple,25,95,10.52137857,449,Bad
Orange,22,95,8.775098629,191,Good
Banana,26,90,19.63480231,389,Good
Banana,26,95,17.40523312,315,Good
Orange,23,95,8.364807255,178,Good
Pineapple,23,95,12.69256136,321,Good
Tomato,25,95,15.76515749,386,Bad
Pineapple,25,95,11.01598084,295,Bad
Tomato,25,95,13.20040797,369,Bad
Banana,26,90,19.20950925,402,Good
Tomato,24,90,12.83585424,327,Good
Orange,23,95,19.85095108,347,Bad
Tomato,24,95,16.47502321,353,Bad
Orange,23,95,15.50647254,251,Bad
Tomato,23,90,12.90803823,329,Good
Tomato,25,95,12.90803823,385,Bad
Orange,22,95,6.740875089,267,Good
Orange,22,95,6.162179985,246,Good
Pineapple,24,95,14.1136139,309,Good
Tomato,23,89,10.58215896,357,Good
Pineapple,25,95,9.814452454,351,Bad
Orange,23,95,14.83589827,215,Bad
Orange,23,95,14.51078894,385,Bad
Tomato,23,90,15.42113219,349,Good
Pineapple,25,95,11.59594835,415,Bad
Orange,24,95,15.08413665,371,Bad
Tomato,25,95,12.76402932,305,Bad
Orange,22,95,7.921396405,176,Good
Orange,23,95,16.29477154,248,Bad
Orange,23,95,14.67251295,373,Bad
Tomato,23,92,10.58215896,358,Good
Pineapple,24,95,14.1136139,323,Good
Banana,24,95,12.76402932,249,BAD
Banana,24,95,17.79130513,254,BAD
Banana,24,88,14.75399666,320,Good
Pineapple,23,95,12.13341843,331,Good
Tomato,23,89,7.730278953,294,Good
Tomato,25,95,13.27441976,365,Bad
Tomato,24,89,8.116146322,289,Good
Pineapple,24,95,14.03538213,323,Good
Tomato,25,95,15.67848238,319,Bad
Orange,22,95,6.869873736,270,Good
Tomato,25,95,15.50647254,323,Bad
Pineapple,25,95,10.22184745,362,Bad
Pineapple,25,95,12.20210529,411,Bad
Orange,22,95,8.264637967,177,Good
Banana,24,95,17.30998858,260,BAD
Pineapple,25,95,9.987371503,319,Bad
Tomato,23,89,13.05349201,327,Good
Banana,25,89,19.63480231,383,Good
Tomato,23,91,8.264637967,361,Good
Pineapple,25,95,10.04556771,294,Bad
Pineapple,25,95,11.72833871,351,Bad
Banana,26,94,15.00096563,311,Good
Orange,22,95,9.420521035,186,Good
Tomato,25,95,15.76515749,313,Bad
Banana,24,95,16.84124175,248,BAD
Orange,23,95,4.938486566,344,Good
Tomato,24,88,10.52137857,245,Good
Pineapple,24,95,11.79502342,439,Bad
Pineapple,25,95,11.53023895,455,Bad
Tomato,22,94,11.99705843,345,Good
Tomato,25,95,13.49869706,382,Bad
Tomato,25,95,14.91822038,386,Bad
Orange,23,95,14.51078894,390,Bad
Orange,23,95,19.85095108,340,Bad
Banana,26,94,15.08413665,301,Good
Pineapple,25,95,10.52137857,450,Bad
Orange,23,95,8.827487661,193,Good
Banana,25,86,13.42356205,351,Good
Tomato,22,90,12.98058343,335,Good
Pineapple,25,95,9.8718154,333,Bad
Pineapple,24,95,13.88010234,325,Good
Tomato,24,95,16.29477154,345,Bad
Pineapple,25,95,9.8718154,328,Bad
Pineapple,25,95,10.10404473,446,Bad
Tomato,23,89,8.165410187,296,Good
Orange,22,95,4.938486566,302,Good
Orange,22,95,6.698275399,278,Good
Tomato,22,92,9.814452454,358,Good
Tomato,23,91,8.31460431,371,Good
Tomato,24,95,16.11639251,338,Bad
Pineapple,25,95,9.987371503,317,Bad
Tomato,23,88,7.358649263,291,Good
Orange,23,95,4.904260592,348,Good
Banana,24,90,16.56585884,317,Good
Tomato,25,95,15.85228317,315,Bad
Banana,25,87,13.80304952,331,Good
Tomato,24,95,12.83585424,304,Bad
Banana,24,95,19.10462223,283,BAD
Banana,26,90,21.08316911,389,Good
Orange,22,95,7.0889296,293,Good
Pineapple,23,95,12.83585424,355,Good
Tomato,23,91,8.264637967,367,Good
Orange,22,81,6.869873736,269,Good
Banana,24,95,16.93400512,248,BAD
Banana,24,90,16.74896501,314,Good
Banana,24,95,12.62144823,256,BAD
Tomato,24,95,16.38466179,364,Bad
Pineapple,25,95,9.814452454,340,Bad
Orange,23,95,14.83589827,218,Bad
Tomato,23,90,12.76402932,335,Good
Pineapple,25,95,10.10404473,296,Bad
Pineapple,25,95,11.14266773,316,Bad
Pineapple,25,95,9.987371503,304,Bad
Orange,22,95,6.740875089,256,Good
Orange,23,95,15.00096563,253,Bad
Orange,22,95,6.613669965,243,Good
Tomato,25,95,15.42113219,392,Bad
Pineapple,25,95,9.8718154,298,Bad
Banana,24,95,12.27113269,252,BAD
Pineapple,25,95,13.57421101,405,Bad
Orange,22,95,7.000692513,337,Good
Orange,24,95,15.50647254,372,Bad
Orange,24,95,15.76515749,457,Bad
Tomato,22,93,13.80304952,351,Good
Pineapple,25,95,9.757364232,327,Bad
Orange,23,95,6.242557594,250,Good
Orange,23,95,16.74896501,207,Bad
Orange,23,95,4.570643409,337,Good
Tomato,26,94,6.655874013,397,Good
Pineapple,23,95,12.76402932,340,Good
Pineapple,23,95,12.41021712,328,Good
Tomato,23,90,12.62144823,314,Good
Tomato,23,91,10.64323454,370,Good
Tomato,23,91,13.3488037,332,Good
Orange,22,95,6.740875089,251,Good
Orange,22,95,6.122270991,254,Good
Tomato,25,95,12.90803823,301,Bad
Tomato,25,95,15.42113219,321,Bad
Orange,22,95,7.133358572,290,Good
Banana,26,94,15.00096563,303,Good
Orange,23,95,6.364536513,251,Good
Pineapple,24,95,14.19224347,322,Good
Orange,22,95,9.147105109,390,Good
Orange,24,95,15.33623116,371,Bad
Banana,24,91,16.84124175,313,Good
Orange,23,95,15.00096563,218,Bad
Orange,23,95,4.802535216,350,Good
Pineapple,23,95,12.27113269,320,Good
Pineapple,25,95,9.987371503,298,Bad
Pineapple,25,95,14.35070581,401,Bad
Banana,26,94,15.33623116,304,Good
Orange,23,95,15.00096563,254,Bad
Pineapple,22,92,12.69256136,323,Good
Pineapple,22,95,12.83585424,318,Good
Tomato,25,95,15.50647254,386,Bad
Pineapple,23,95,12.76402932,340,Good
Orange,21,94,9.255689372,392,Good
Banana,24,95,19.31496687,282,BAD
Pineapple,22,95,12.55068787,331,Good
Banana,24,95,12.41021712,254,BAD
Orange,23,95,15.76515749,257,Bad
Pineapple,25,95,10.16280412,361,Bad
Tomato,26,90,7.0889296,408,Good
Tomato,24,89,13.42356205,387,Good
Pineapple,22,87,12.48027818,335,Good
Banana,25,89,19.85095108,301,Good
Orange,22,95,6.783674055,256,Good
Banana,26,93,14.51078894,298,Good
Tomato,24,90,13.05349201,326,Good
Banana,25,89,20.29041491,386,Good
Tomato,24,95,14.75399666,316,Bad
Tomato,22,92,9.757364232,362,Good
Orange,23,95,15.00096563,370,Bad
Orange,23,95,14.83589827,218,Bad
Tomato,23,90,12.69256136,313,Good
Tomato,24,89,8.165410187,289,Good
Pineapple,22,95,12.41021712,334,Good
Orange,24,95,14.91822038,365,Bad
Banana,24,95,12.90803823,20,BAD
Pineapple,24,95,14.03538213,305,Good
Tomato,25,95,13.95754575,368,Bad
Tomato,25,95,15.08413665,380,Bad
Tomato,23,92,10.16280412,352,Good
Orange,23,95,19.85095108,347,Bad
Tomato,24,76,16.56585884,463,Good
Orange,23,95,15.00096563,219,Bad
Pineapple,25,95,10.22184745,360,Bad
Banana,24,95,13.42356205,251,BAD
Tomato,22,90,13.20040797,332,Good
Banana,25,89,20.62641439,384,Good
Banana,24,95,20.62641439,314,Good
Tomato,23,89,6.956882353,272,Good
Tomato,23,92,10.10404473,356,Good
Tomato,24,95,11.862037,372,Good
Orange,23,95,16.93400512,248,Bad
Tomato,25,95,15.33623116,320,Bad
Banana,24,95,12.76402932,250,BAD
Orange,23,95,4.735505087,336,Good
Orange,23,95,15.76515749,252,Bad
Orange,22,95,10.10404473,192,Good
Pineapple,23,86,12.76402932,337,Good
Banana,26,90,19.42099897,399,Good
Pineapple,25,95,11.07916988,310,Bad
Pineapple,24,95,14.19224347,352,Good
Pineapple,25,95,10.89052217,302,Bad
Banana,25,86,13.65010619,334,Good
Tomato,23,88,7.730278953,298,Good
Banana,24,95,12.62144823,248,BAD
Pineapple,25,95,9.929454577,316,Bad
Tomato,23,89,7.000692513,230,Good
Pineapple,25,95,11.07916988,294,Bad
Banana,25,86,13.57421101,348,Good
Orange,22,95,7.404343951,352,Good
Banana,24,95,12.34050263,254,BAD
Banana,26,90,18.69070341,402,Good
Orange,23,95,18.58861217,358,Bad
Orange,23,95,16.20534945,256,Bad
Orange,23,95,16.74896501,241,Bad
Orange,22,95,7.636059339,348,Good
Orange,24,95,14.83589827,369,Bad
Banana,26,95,17.5009837,313,Good
Banana,24,95,17.88911347,259,BAD
Tomato,24,76,17.59724365,470,Good
Pineapple,24,95,14.03538213,333,Good
Pineapple,25,95,9.814452454,328,Bad
Orange,23,95,5.042126986,354,Good
Pineapple,25,95,13.95754575,401,Bad
Tomato,24,95,12.90803823,303,Bad
Tomato,22,92,9.531728808,350,Good
Pineapple,25,95,10.16280412,438,Bad
Orange,23,95,15.25176672,246,Bad
Banana,24,95,16.84124175,247,BAD
Tomato,25,95,12.76402932,304,Bad
Orange,23,95,14.75399666,373,Bad
Orange,22,95,8.214906999,172,Good
Orange,23,95,16.11639251,256,Bad
Pineapple,24,95,13.95754575,321,Good
Tomato,22,92,9.757364232,351,Good
Tomato,25,95,12.90803823,380,Bad
Orange,24,95,15.59225501,452,Bad
Pineapple,22,89,12.69256136,324,Good
Orange,24,95,14.91822038,360,Bad
Tomato,25,95,7.777721829,203,Good
Banana,26,95,17.12100442,309,Good
Tomato,23,89,7.542720421,299,Good
Banana,24,86,13.72638492,346,Good
Pineapple,22,95,12.76402932,322,Good
Orange,22,95,5.182587061,300,Good
Orange,22,95,6.242557594,251,Good
Pineapple,22,81,12.76402932,336,Good
Banana,25,89,19.63480231,377,Good
Pineapple,25,95,10.64323454,451,Bad
Tomato,24,89,13.3488037,410,Good
Orange,23,95,15.08413665,253,Bad
Orange,23,95,20.06947764,363,Bad
Orange,24,95,14.67251295,379,Bad
Banana,24,95,19.31496687,300,BAD
Tomato,23,90,12.76402932,327,Good
Orange,23,95,16.65717174,203,Bad
Banana,25,89,18.38606989,389,Good
Pineapple,23,95,12.41021712,333,Good
Orange,24,95,19.63480231,273,Bad
Tomato,24,95,12.90803823,306,Bad
Orange,23,95,4.972872478,343,Good
Pineapple,22,95,12.83585424,324,Good
Pineapple,25,95,10.16280412,287,Bad
Tomato,24,95,12.98058343,300,Bad
Pineapple,25,95,10.04556771,304,Bad
Orange,22,95,8.31460431,382,Good
Orange,24,95,16.20534945,373,Bad
Banana,26,90,19.95991509,299,Good
Tomato,24,95,11.99705843,288,Bad
Orange,23,95,14.51078894,393,Bad
Tomato,25,95,12.76402932,304,Bad
Banana,24,95,12.34050263,253,BAD
Tomato,22,94,12.48027818,351,Good
Orange,22,95,8.264637967,174,Good
Orange,23,95,8.671063387,177,Good
Pineapple,23,80,12.48027818,338,Good
Pineapple,23,95,12.48027818,339,Good
Orange,23,95,17.02725828,246,Bad
Orange,22,95,4.802535216,289,Good
Tomato,24,95,14.67251295,373,Bad
Tomato,24,95,16.38466179,350,Bad
Pineapple,23,95,12.83585424,315,Good
Orange,22,95,6.48823229,257,Good
Pineapple,23,95,12.69256136,353,Good
Orange,24,95,14.75399666,379,Bad
Pineapple,25,95,9.929454577,295,Bad
Tomato,23,89,9.201267821,313,Good
Banana,25,95,16.29477154,274,BAD
Orange,23,95,8.264637967,174,Good
Orange,24,95,15.00096563,382,Bad
Orange,23,95,19.95991509,329,Bad
Orange,23,95,19.85095108,322,Bad
Orange,22,95,8.827487661,382,Good
Tomato,23,91,8.31460431,364,Good
Orange,22,95,7.873279406,168,Good
Orange,23,95,19.63480231,354,Bad
Banana,26,86,18.38606989,386,Good
Tomato,22,90,12.90803823,328,Good
Orange,23,95,7.969740423,174,Good
Tomato,23,88,7.873279406,298,Good
Orange,23,95,5.007419045,353,Good
Tomato,24,89,8.0671142,290,Good
Orange,24,95,15.16773612,374,Bad
Tomato,25,95,12.83585424,378,Bad
Orange,22,95,7.496378442,302,Good
Orange,23,95,15.50647254,250,Bad
Banana,24,95,12.13341843,256,BAD
Orange,23,95,19.95991509,342,Bad
Banana,25,95,14.75399666,261,BAD
Banana,25,86,13.65010619,351,Good
Pineapple,22,95,12.83585424,338,Good
Orange,22,95,4.570643409,345,Good
Banana,26,94,15.59225501,300,Good
Orange,24,95,15.42113219,379,Bad
Tomato,26,94,6.323687334,398,Good
Banana,25,95,13.57421101,251,BAD
Banana,24,95,12.48027818,250,BAD
Banana,24,95,12.69256136,257,BAD
Banana,26,91,20.40179801,296,Good
Tomato,25,95,13.3488037,383,Bad
Banana,25,90,20.06947764,296,Good
Orange,24,95,15.08413665,366,Bad
Banana,24,95,19.00030193,264,BAD
Tomato,23,88,7.0889296,291,Good
Banana,24,95,12.41021712,247,BAD
Tomato,25,95,16.47502321,360,Bad
Pineapple,25,95,11.20647613,296,Bad
Orange,23,95,19.95991509,354,Bad
Tomato,25,95,15.50647254,378,Bad
Orange,24,95,15.00096563,371,Bad
Pineapple,25,95,9.929454577,339,Bad
Tomato,26,84,8.264637967,403,Good
Tomato,23,89,7.683058499,298,Good
Banana,25,95,16.11639251,175,BAD
Banana,26,95,21.55018992,297,Good
Banana,26,94,15.25176672,304,Good
Banana,26,90,20.62641439,303,Good
Tomato,25,95,15.08413665,384,Bad
Pineapple,25,95,11.14266773,323,Bad
Tomato,24,95,16.56585884,368,Bad
Banana,26,90,18.69070341,388,Good
Tomato,24,95,16.47502321,369,Bad
Orange,23,95,4.938486566,358,Good
Banana,25,86,13.65010619,349,Good
Orange,22,95,9.093199852,385,Good
Orange,23,95,5.50835179,313,Good
Banana,24,95,12.76402932,254,BAD
Tomato,24,89,12.90803823,331,Good
Banana,24,95,20.51379641,477,BAD
Tomato,25,95,12.98058343,368,Bad
Pineapple,22,95,12.98058343,321,Good
Orange,22,95,6.162179985,241,Good
Tomato,24,95,16.56585884,348,Bad
Pineapple,25,95,10.22184745,435,Bad
Banana,26,91,18.7933463,395,Good
Tomato,23,89,8.465927903,312,Good
Pineapple,24,95,12.27113269,437,Bad
Pineapple,24,95,13.88010234,331,Good
Tomato,24,95,12.83585424,368,Bad
Tomato,25,95,14.27127328,372,Bad
Tomato,25,92,6.529850053,400,Good
Tomato,23,89,8.165410187,298,Good
Orange,23,93,4.570643409,336,Good
Tomato,23,95,14.75399666,316,Bad
Orange,22,95,6.571662296,253,Good
Tomato,23,89,8.018312629,292,Good
Pineapple,24,95,14.19224347,344,Good
Tomato,23,91,9.8718154,362,Good
Orange,23,95,8.364807255,175,Good
Tomato,23,91,10.64323454,346,Good
Pineapple,24,95,12.27113269,409,Bad
Banana,24,95,16.93400512,246,BAD
Orange,22,95,7.404343951,360,Good
Pineapple,25,95,10.04556771,295,Bad
Orange,23,95,16.84124175,248,Bad
Tomato,25,95,15.85228317,316,Bad
Pineapple,23,95,12.20210529,334,Good
Banana,25,86,13.57421101,341,Good
Tomato,25,95,7.730278953,201,Good
Tomato,24,95,12.83585424,303,Bad
Orange,23,95,4.636126276,331,Good
Orange,24,95,14.91822038,362,Bad
Tomato,23,88,7.542720421,297,Good
Pineapple,25,95,10.34079221,295,Bad
Pineapple,25,95,10.58215896,293,Bad
Pineapple,22,95,13.49869706,330,Good
Tomato,25,95,15.42113219,408,Bad
Tomato,24,95,12.90803823,306,Bad
Tomato,24,89,13.65010619,408,Good
Tomato,25,95,12.62144823,305,Bad
Pineapple,25,95,11.20647613,293,Bad
Orange,23,95,16.11639251,349,Bad
Pineapple,24,95,14.19224347,321,Good
Tomato,25,95,13.88010234,374,Bad
Orange,23,95,15.93986231,243,Bad
Pineapple,25,95,12.13341843,410,Bad
Tomato,23,91,8.31460431,368,Good
Tomato,24,95,11.862037,369,Good
Pineapple,24,95,14.03538213,316,Good
Pineapple,24,95,14.1136139,330,Good
Orange,22,95,12.13341843,231,Good
Orange,23,95,16.02789778,259,Bad
Tomato,23,89,8.264637967,300,Good
